OBJECTID,Suburbs and Localities 2021 code,Suburbs and Localities 2021 name,Area in square kilometres,Uniform Resource Identifier,Usual Resident Population,IRSAD Score,IRSAD Rank within Australia,IRSAD Rank within Australia - Decile,IRSAD Rank within Australia - Percentile,IRSAD Rank within State or Territory,IRSAD Rank within State or Territory - Decile,IRSAD Rank within State or Territory - Percentile,IRSAD Minimum Score,IRSAD Maximum Score,IRSAD Per Cent of Usual Resident Population Without a Score,IRSD Score,IRSD Rank within Australia,IRSD Rank within Australia - Decile,IRSD Rank within Australia - Percentile,IRSD Rank within State or Territory,IRSD Rank within State or Territory - Decile,IRSD Rank within State or Territory - Percentile,IRSD Minimum Score,IRSD Maximum Score,IRSD Per Cent of Usual Resident Population Without a Score,IEO Score,IEO Rank within Australia,IEO Rank within Australia - Decile,IEO Rank within Australia - Percentile,IEO Rank within State or Territory,IEO Rank within State or Territory - Decile,IEO Rank within State or Territory - Percentile,IEO Minimum Score,IEO Maximum Score,IEO Per Cent of Usual Resident Population Without a Score,IER Score,IER Rank within Australia,IER Rank within Australia - Decile,IER Rank within Australia - Percentile,IER Rank within State or Territory,IER Rank within State or Territory - Decile,IER Rank within State or Territory - Percentile,IER Minimum Score,IER Maximum Score,IER Per Cent of Usual Resident Population Without a Score,Suburbs and Localities (SAL) Aggregation Quality Flag,globalid,Shape__Area,Shape__Length
60,10060,Angus,6.0899,https://linked.data.gov.au/dataset/asgsed3/SAL/10060,384,953.0252824,4503,4,32,1170,3,28,916.0333549,959.627004,0,959.2302609,3178,3,22,885,3,21,922.8828623,969.1857874,0,921.5447339,3239,3,23,797,2,19,866.4107365,933.6296431,0,1009.966513,5884,5,41,1564,4,37,884.1314461,1044.744573,0,,06c07bed-8fb9-4a76-8c70-3dfcfed02950,0.000592115,0.125529047
61,10061,Anna Bay,22.2502,https://linked.data.gov.au/dataset/asgsed3/SAL/10061,4221,952.8710131,4475,4,31,1164,3,27,860.8321448,1027.881497,0,997.0170593,5773,4,40,1626,4,38,865.5540189,1075.7356,0,929.7233109,3717,3,26,949,3,22,806.2323559,1019.14013,0,1002.669175,5333,4,37,1417,4,33,927.7715425,1071.18982,0,,9c5eb5ec-5d66-463d-9078-4fc808a1e128,0.002141238,0.317572533
62,10062,Annandale (NSW),1.4931,https://linked.data.gov.au/dataset/asgsed3/SAL/10062,9487,1158.996226,14336,10,100,4212,10,98,1037.364698,1203.15926,0,1095.514309,13752,10,96,3996,10,93,991.7356866,1150.259389,0,1177.531072,14403,10,100,4250,10,99,1075.291554,1226.568291,0,1026.292099,7304,6,51,1946,5,46,842.1199857,1098.645762,0,,fdb156de-c573-4244-8ce0-d7fa01d71b63,0.000145514,0.056870586
63,10063,Annangrove,10.2464,https://linked.data.gov.au/dataset/asgsed3/SAL/10063,1472,1085.264061,13460,10,94,3830,9,89,1070.05041,1106.943703,0,1093.552805,13675,10,95,3963,10,92,1075.115057,1107.850923,0,1023.854195,10474,8,73,2886,7,67,1011.942049,1029.791992,0,1140.518086,14189,10,99,4139,10,96,1118.475732,1174.761842,0,,757f2228-2fa8-4fc9-a13a-8c0ce8631eaf,0.000995964,0.262063957
64,10064,Appin (NSW),102.055,https://linked.data.gov.au/dataset/asgsed3/SAL/10064,3213,1019.689177,9948,7,69,2689,7,63,993.3234627,1078.95799,0,1042.584565,9742,7,68,2732,7,64,997.8722829,1075.515529,0,957.5802231,5680,4,40,1427,4,34,931.417777,1007.4256,0,1104.090011,13296,10,92,3730,9,87,1052.042152,1166.092995,0,,235081eb-8413-419f-b6bb-74a16e2e802c,0.009983113,0.546758046
65,10065,Apple Tree Flat,17.0216,https://linked.data.gov.au/dataset/asgsed3/SAL/10065,46,1052.71126,12208,9,85,3386,8,79,1052.71126,1052.71126,0,1081.042765,13033,10,91,3716,9,87,1081.042765,1081.042765,0,995.3836391,8435,6,59,2186,6,51,995.3836391,995.3836391,0,1129.659317,14029,10,97,4067,10,95,1129.659317,1129.659317,0,1,b3764665-5816-4c9c-bb20-2ac27f3e1354,0.001636511,0.23344442
66,10066,Appleby,18.1519,https://linked.data.gov.au/dataset/asgsed3/SAL/10066,35,1026.945469,10500,8,73,2877,7,67,1026.945469,1026.945469,0,1053.66808,10776,8,75,3030,8,71,1053.66808,1053.66808,0,1000.259824,8780,7,61,2289,6,53,1000.259824,1000.259824,0,1042.83614,8828,7,62,2407,6,56,1042.83614,1042.83614,0,1,47699373-a812-467a-aefb-55ffe985c26e,0.001713626,0.196113561
67,10067,Appletree Flat,28.5322,https://linked.data.gov.au/dataset/asgsed3/SAL/10067,16,948.8100604,4195,3,30,1082,3,26,948.8100604,948.8100604,0,995.0944605,5627,4,39,1561,4,37,995.0944605,995.0944605,0,882.1863391,1387,1,10,295,1,7,882.1863391,882.1863391,0,1028.250097,7515,6,52,2017,5,47,1028.250097,1028.250097,0,1,8f9d1128-6f90-478d-9fc6-8d26531885fd,0.002738183,0.262110822
68,10068,Apsley (NSW),28.2301,https://linked.data.gov.au/dataset/asgsed3/SAL/10068,116,987.3204802,7293,6,51,1914,5,45,824.983265,1022.648225,0,981.8111734,4569,4,32,1244,3,29,721.6678823,1038.423429,0,990.4235942,8059,6,56,2089,5,49,862.0941808,1018.350578,0,1030.907918,7773,6,54,2094,5,49,704.0978356,1102.028167,0,1,140a102d-3bf1-411d-84b2-e9709a0754cd,0.002712146,0.356944508
69,10069,Arable,116.3272,https://linked.data.gov.au/dataset/asgsed3/SAL/10069,21,1069.711015,12938,9,90,3618,9,84,1069.711015,1069.711015,0,1079.220029,12907,9,90,3667,9,86,1079.220029,1079.220029,0,1125.607028,14008,10,97,4102,10,96,1125.607028,1125.607028,0,1071.14747,11215,8,78,3033,8,71,1071.14747,1071.14747,0,1,933c5b98-400a-4f35-86c6-e1a5ec83cbf0,0.011683477,0.613473974
70,10070,Arakoon,24.794,https://linked.data.gov.au/dataset/asgsed3/SAL/10070,445,997.7040859,8164,6,57,2155,5,50,880.7856107,1032.846757,0,1028.76366,8449,6,59,2340,6,55,919.0108783,1050.410158,0,991.2680928,8118,6,57,2101,5,49,893.2794213,1042.199423,0,1052.536605,9704,7,68,2609,7,61,954.1682403,1055.765351,0,,84b7dd99-4331-4d29-9f23-c14a64b8b1c2,0.002339718,0.331083584
71,10071,Araluen (NSW),121.2736,https://linked.data.gov.au/dataset/asgsed3/SAL/10071,209,1003.218875,8640,6,60,2286,6,54,1003.218875,1003.218875,0,1033.178852,8825,7,62,2447,6,57,1033.178852,1033.178852,0,1051.456048,11993,9,83,3420,8,80,1051.456048,1051.456048,0,1035.843559,8233,6,57,2239,6,52,1035.843559,1035.843559,0,,fc494ae2-b3da-4561-b256-d7f712f00330,0.012068099,0.728697498
72,10072,Aratula (NSW),163.3817,https://linked.data.gov.au/dataset/asgsed3/SAL/10072,4,1006.86606,8962,7,62,2353,6,55,1006.86606,1006.86606,0,1040.97976,9596,7,67,2680,7,63,1040.97976,1040.97976,0,999.3784351,8702,7,61,2270,6,53,999.3784351,999.3784351,0,1069.566851,11097,8,77,2993,7,70,1069.566851,1069.566851,0,1,0542e3a4-cef5-442a-93e0-1f7fd6a7b415,0.01628519,0.76892713
73,10073,Arcadia (NSW),22.4088,https://linked.data.gov.au/dataset/asgsed3/SAL/10073,1475,1111.36118,13937,10,97,4026,10,94,1080.601651,1146.888938,0,1089.501828,13475,10,94,3890,10,91,1050.839823,1126.562284,0,1102.464849,13636,10,95,3985,10,93,1076.313634,1125.902652,0,1133.769406,14097,10,98,4108,10,96,1089.75132,1178.326584,0,,2df3ed5f-272d-45f8-a99c-d6071d678313,0.002177006,0.295044592
74,10074,Arcadia Vale,1.3455,https://linked.data.gov.au/dataset/asgsed3/SAL/10074,1431,973.0043762,6076,5,43,1612,4,38,966.7637326,980.2441186,0,1019.149528,7616,6,53,2130,5,50,1011.217988,1029.093399,0,941.0691926,4480,4,31,1126,3,27,912.5332574,983.315974,0,1028.669938,7556,6,53,2030,5,48,1018.963032,1051.53532,0,,6ab96383-b720-4a9a-9477-1cfcc5dd7cf5,0.00012991,0.065005616
75,10075,Ardglen,72.2728,https://linked.data.gov.au/dataset/asgsed3/SAL/10075,50,915.5544801,2340,2,17,584,2,14,915.5544801,915.5544801,0,947.9363789,2677,2,19,727,2,17,947.9363789,947.9363789,0,907.1658852,2424,2,17,554,2,13,907.1658852,907.1658852,0,951.57582,2269,2,16,555,2,13,951.57582,951.57582,0,1,96b98dcc-6476-458f-a089-f461a89c1758,0.006877522,0.562996058
76,10076,Arding,54.771,https://linked.data.gov.au/dataset/asgsed3/SAL/10076,182,1029.720185,10682,8,74,2936,7,69,1029.720185,1029.720185,0,1073.635611,12534,9,87,3545,9,83,1073.635611,1073.635611,0,1052.157927,12031,9,83,3436,8,80,1052.157927,1052.157927,0,1040.750251,8673,6,60,2358,6,55,1040.750251,1040.750251,0,,c1103202-7be5-44f1-9ec3-698a6eab8459,0.005150063,0.425905563
77,10077,Ardlethan,538.8725,https://linked.data.gov.au/dataset/asgsed3/SAL/10077,472,850.9178009,619,1,5,106,1,3,802.5866048,1032.066119,0,856.0864121,642,1,5,127,1,3,801.0259683,1065.212382,0,877.8785581,1256,1,9,264,1,7,835.5004849,1038.98404,0,892.5825418,749,1,6,147,1,4,850.3288434,1055.542885,0,,e4e5517f-36da-4513-8162-f1c550377ae1,0.052796156,1.517753837
78,10078,Argalong,132.3034,https://linked.data.gov.au/dataset/asgsed3/SAL/10078,16,1026.87674,10488,8,73,2867,7,67,1026.87674,1026.87674,0,1060.015966,11387,8,79,3210,8,75,1060.015966,1060.015966,0,1001.712565,8896,7,62,2334,6,55,1001.712565,1001.712565,0,1083.8495,12247,9,85,3352,8,78,1083.8495,1083.8495,0,1,6092a21f-6817-4ab7-9eeb-c08f9c4fa853,0.013110174,0.581596672
79,10079,Argenton,1.5233,https://linked.data.gov.au/dataset/asgsed3/SAL/10079,1352,861.1004623,776,1,6,145,1,4,838.9055209,876.0394285,0,889.0323446,1057,1,8,243,1,6,874.0692663,911.5919529,0,864.717194,900,1,7,180,1,5,850.3760605,873.331499,0,916.0952891,1145,1,8,240,1,6,899.0135201,953.1327829,0,,ab442c77-f116-41e1-b569-b8e268dae4ed,0.000146885,0.062384496
80,10080,Argents Hill,76.2545,https://linked.data.gov.au/dataset/asgsed3/SAL/10080,207,905.7743713,1937,2,14,467,2,11,905.7743713,905.7743713,0,914.7332724,1560,2,11,375,1,9,914.7332724,914.7332724,0,958.4011125,5730,4,40,1444,4,34,958.4011125,958.4011125,0,970.3542467,3181,3,22,809,2,19,970.3542467,970.3542467,0,1,a64dd0e4-35b1-478a-89e4-e044c835de48,0.007173043,0.858840291
81,10081,Argoon,247.1246,https://linked.data.gov.au/dataset/asgsed3/SAL/10081,16,1069.689406,12935,9,90,3615,9,84,1015.583004,1094.932368,0,1101.800853,13948,10,97,4063,10,95,1043.85249,1128.836255,0,1049.94221,11906,9,83,3390,8,79,997.9449099,1074.201186,0,1093.698506,12858,9,89,3553,9,83,1076.209388,1101.857932,0,1,f4e4a6f8-2714-4861-8191-33a3d43359ea,0.024377234,0.862126649
82,10082,Ariah Park,489.991,https://linked.data.gov.au/dataset/asgsed3/SAL/10082,439,924.5599757,2759,2,20,693,2,17,856.9462119,1040.345633,0,948.2717488,2691,2,19,732,2,17,882.7761213,1060.842308,0,940.5886119,4440,4,31,1111,3,26,874.1809104,1058.907016,0,980.4013663,3737,3,26,974,3,23,925.2754882,1082.004032,0,,d1ac2e03-cbd6-4003-9603-43ebea83a142,0.04798858,1.114998547
83,10083,Arkell,66.8602,https://linked.data.gov.au/dataset/asgsed3/SAL/10083,36,998.1850646,8195,6,57,2165,6,51,998.1850646,998.1850646,0,1014.285395,7162,5,50,2001,5,47,1014.285395,1014.285395,0,1000.553656,8798,7,61,2295,6,54,1000.553656,1000.553656,0,1019.9702,6746,5,47,1808,5,42,1019.9702,1019.9702,0,1,e2a0e369-1937-498a-b918-a06cd4200f4e,0.00650471,0.409346801
84,10084,Arkstone,79.3706,https://linked.data.gov.au/dataset/asgsed3/SAL/10084,24,1022.588607,10167,8,71,2763,7,65,1022.588607,1022.588607,0,1039.976887,9507,7,66,2655,7,62,1039.976887,1039.976887,0,1031.747508,10967,8,76,3069,8,72,1031.747508,1031.747508,0,1054.286756,9837,7,69,2652,7,62,1054.286756,1054.286756,0,1,74c46d09-9720-423b-a657-7f66bf0931c3,0.007748979,0.808156635
85,10085,Armatree,484.98,https://linked.data.gov.au/dataset/asgsed3/SAL/10085,164,1037.352822,11229,8,78,3108,8,73,1037.352822,1037.352822,0,1051.208665,10554,8,73,2972,7,69,1051.208665,1051.208665,0,1055.482708,12199,9,85,3490,9,81,1055.482708,1055.482708,0,1032.042505,7858,6,55,2116,5,50,1032.042505,1032.042505,0,,fedb19cb-62d4-4c50-a54c-429bfa36d23d,0.046015599,1.35478217
86,10086,Armidale,274.5996,https://linked.data.gov.au/dataset/asgsed3/SAL/10086,23967,977.3254918,6430,5,45,1721,4,40,629.1184589,1110.184993,0.03863646,977.6346305,4276,3,30,1178,3,28,485.0670253,1110.245651,0.03863646,1018.180714,10093,7,70,2770,7,65,667.7207273,1123.928252,0.03863646,945.3017877,2042,2,15,499,2,12,544.550268,1153.35305,0.03863646,,24928ceb-8764-4f61-896d-71f18679e84a,0.025802821,0.811345966
87,10087,Arncliffe,2.9429,https://linked.data.gov.au/dataset/asgsed3/SAL/10087,12023,1033.430546,10954,8,76,3019,8,71,928.966364,1107.478635,0.0003327,983.1883301,4645,4,33,1264,3,30,843.4334888,1044.377562,0.0003327,1048.199502,11803,9,82,3356,8,78,973.8148861,1124.636009,0.0003327,965.8748532,2955,3,21,748,2,18,773.1226217,1056.416889,0.0003327,,0a9c7d1e-5d0a-44c3-be3a-fbc738ddd2c9,0.000287053,0.102650404
88,10088,Arndell Park,2.0008,https://linked.data.gov.au/dataset/asgsed3/SAL/10088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac209f82-4faa-449a-9466-17a4e73d5da0,0.000194775,0.073366082
89,10089,Arrawarra,2.818,https://linked.data.gov.au/dataset/asgsed3/SAL/10089,591,853.1878421,646,1,5,115,1,3,840.6489881,868.1148297,0,862.196291,690,1,5,139,1,4,853.0979498,871.6401838,0,837.8085838,430,1,3,77,1,2,808.9518369,869.5318207,0,887.7609252,693,1,5,125,1,3,877.3896656,892.7622005,0,,45f9fd75-bc8b-4f2d-8821-ef29f871aaf0,0.000263604,0.076513252
90,10090,Arrawarra Headland,2.6804,https://linked.data.gov.au/dataset/asgsed3/SAL/10090,615,995.5455516,7993,6,56,2103,5,49,995.5455516,995.5455516,0,1011.576518,6965,5,49,1953,5,46,1011.576518,1011.576518,0,999.5428019,8714,7,61,2273,6,53,999.5428019,999.5428019,0,1025.489189,7203,5,50,1924,5,45,1025.489189,1025.489189,0,,5eb119f0-1db7-4e1d-9116-d651aae150ec,0.000250778,0.087574419
91,10091,Artarmon,2.5348,https://linked.data.gov.au/dataset/asgsed3/SAL/10091,9417,1126.78683,14123,10,98,4101,10,96,711.8990768,1220.973876,0.00106191,1061.51998,11522,8,80,3259,8,76,513.1429644,1165.731762,0.00106191,1160.278709,14317,10,99,4208,10,98,942.972757,1206.078707,0.00106191,981.6664012,3826,3,27,1012,3,24,512.6529972,1199.978825,0.00106191,,c31be918-52eb-49f8-a387-a63650785e14,0.000246888,0.071248879
92,10092,Arthurville,72.5398,https://linked.data.gov.au/dataset/asgsed3/SAL/10092,47,1042.248124,11593,9,81,3196,8,75,1042.248124,1042.248124,0,1072.680873,12454,9,87,3509,9,82,1072.680873,1072.680873,0,1033.112524,11064,8,77,3098,8,72,1033.112524,1033.112524,0,1089.941879,12682,9,88,3493,9,82,1089.941879,1089.941879,0,1,55cd7056-c3c9-468a-b0a1-4db609de0801,0.006964784,0.504007523
93,10093,Arumpo,5396.4077,https://linked.data.gov.au/dataset/asgsed3/SAL/10093,40,1002.837716,8608,6,60,2274,6,53,975.185116,1031.796445,0,1020.02743,7686,6,54,2144,5,50,1005.967782,1034.751163,0,1008.360285,9367,7,65,2515,6,59,977.4285442,1040.75304,0,1027.480483,7397,6,52,1978,5,46,998.2527578,1058.088735,0,1,fc3c4ab6-a942-4946-a40a-26af1de58ae5,0.524309498,5.927433021
94,10094,Ashbury,1.0312,https://linked.data.gov.au/dataset/asgsed3/SAL/10094,3353,1104.6934,13822,10,96,3972,10,93,1056.820578,1142.483852,0,1073.096276,12500,9,87,3528,9,82,1043.145269,1106.504323,0,1102.755018,13644,10,95,3992,10,93,1060.475199,1151.618345,0,1081.528618,12070,9,84,3303,8,77,1047.586306,1129.577297,0,,8c209f07-0d36-43c1-b164-2527e05f2c42,0.00010049,0.05586294
95,10095,Ashby (NSW),14.03,https://linked.data.gov.au/dataset/asgsed3/SAL/10095,316,990.0271669,7511,6,52,1958,5,46,990.0271669,990.0271669,0,1026.016042,8217,6,57,2271,6,53,1026.016042,1026.016042,0,961.8759845,5968,5,42,1503,4,35,961.8759845,961.8759845,0,1034.867784,8139,6,57,2204,6,52,1034.867784,1034.867784,0,,ff2a17b3-39b5-4099-b919-b3b79fc71c72,0.001304618,0.18029244
96,10096,Ashby Heights,32.3489,https://linked.data.gov.au/dataset/asgsed3/SAL/10096,292,945.6314776,3982,3,28,1032,3,24,945.6314776,945.6314776,0,989.2640589,5136,4,36,1402,4,33,989.2640589,989.2640589,0,952.8586576,5353,4,37,1355,4,32,952.8586576,952.8586576,0,1039.832721,8608,6,60,2334,6,55,1039.832721,1039.832721,0,,901bca01-e341-4192-a97f-1a7a95cfce23,0.003006698,0.294857252
97,10097,Ashby Island,2.4098,https://linked.data.gov.au/dataset/asgsed3/SAL/10097,18,990.0271669,7510,6,52,1957,5,46,990.0271669,990.0271669,0,1026.016042,8218,6,57,2272,6,53,1026.016042,1026.016042,0,961.8759845,5969,5,42,1504,4,35,961.8759845,961.8759845,0,1034.867784,8140,6,57,2205,6,52,1034.867784,1034.867784,0,1,d04f95ec-5e9f-4d83-8828-288386d03f48,0.000224043,0.063579203
98,10098,Ashcroft,1.1539,https://linked.data.gov.au/dataset/asgsed3/SAL/10098,3634,778.9096476,228,1,2,17,1,1,618.2351533,840.3582636,0,714.1983742,197,1,2,12,1,1,493.4857885,779.8855212,0,838.2261583,437,1,4,79,1,2,744.0479253,868.4061743,0,837.7167731,360,1,3,42,1,1,603.8743272,889.2018348,0,,e41dfbfe-51ae-437e-b4f4-fcdb3d1a1e39,0.000112494,0.05932367
99,10099,Ashfield (NSW),3.4144,https://linked.data.gov.au/dataset/asgsed3/SAL/10099,23012,1058.851894,12467,9,87,3469,9,81,980.4162156,1140.856517,0,1006.483304,6488,5,45,1796,5,42,917.1071515,1108.626862,0,1100.246072,13588,10,94,3963,10,92,1029.985735,1162.571772,0,923.5536699,1322,1,10,285,1,7,814.855128,1098.282346,0,,cecb1db6-4f98-4833-bcc8-4419c3b080ec,0.000332703,0.101313626
100,10100,Ashford (NSW),681.0473,https://linked.data.gov.au/dataset/asgsed3/SAL/10100,659,822.1252163,387,1,3,53,1,2,748.1796158,979.7582602,0,810.2572573,388,1,3,67,1,2,715.1084382,974.568617,0,832.6280799,358,1,3,70,1,2,697.6742416,1033.080625,0,888.715112,700,1,5,129,1,3,831.0870389,991.6705076,0,,060dce0b-86a3-425f-ba96-e32219939536,0.063249659,1.810599368
101,10101,Ashley,332.7669,https://linked.data.gov.au/dataset/asgsed3/SAL/10101,351,976.0175401,6314,5,44,1690,4,40,957.8795009,1045.113217,0,1017.306034,7446,6,52,2093,5,49,1005.055099,1063.975172,0,935.5683587,4140,3,29,1043,3,25,905.7689771,1049.087159,0,1048.062069,9296,7,65,2526,6,59,1045.853506,1056.475445,0,,a5166d3b-65eb-4d8f-b645-d220f228a845,0.03088606,1.050624019
102,10102,Ashmont,2.4289,https://linked.data.gov.au/dataset/asgsed3/SAL/10102,3747,783.5079124,239,1,2,18,1,1,629.0203918,910.2456436,0,770.8926854,281,1,2,33,1,1,529.6209743,956.7472425,0,799.4271348,128,1,1,14,1,1,672.5979549,881.0424176,0,827.6292412,322,1,3,34,1,1,648.0007088,1000.33213,0,,2e391fbd-b928-47be-b298-80e86323f8ae,0.00024018,0.076127318
103,10103,Ashtonfield,6.8336,https://linked.data.gov.au/dataset/asgsed3/SAL/10103,4589,1021.267816,10078,7,70,2732,7,64,932.8987927,1103.799396,0,1046.826837,10120,7,70,2843,7,66,970.740228,1163.012755,0,978.7128147,7205,5,50,1835,5,43,890.41293,1054.757183,0,1074.517068,11539,8,80,3131,8,73,967.1376947,1148.56632,0,,afd89eb2-24ec-47c5-83d1-2a9ac37021cc,0.000657731,0.112468275
104,10104,Asquith,3.5033,https://linked.data.gov.au/dataset/asgsed3/SAL/10104,6160,1093.835545,13670,10,95,3912,10,91,1051.857433,1141.030684,0,1063.527194,11705,9,81,3310,8,77,999.9436594,1112.85506,0,1119.211757,13928,10,97,4079,10,95,1077.80743,1165.60203,0,1033.021539,7974,6,56,2156,5,50,942.6218175,1137.333988,0,,37af5659-5c49-4d61-8cc7-8979b18069e6,0.00034066,0.1053318
105,10105,Atholwood,454.4564,https://linked.data.gov.au/dataset/asgsed3/SAL/10105,68,933.4081852,3215,3,23,833,2,20,933.4081852,979.7582602,0,947.0931286,2645,2,19,714,2,17,947.0931286,974.568617,0,943.993307,4692,4,33,1175,3,28,943.993307,1033.080625,0,986.4122544,4144,3,29,1093,3,26,986.4122544,991.6705076,0,1,04f2ce89-cdfd-4166-af16-0ace4dffbd46,0.042107793,1.210233572
106,10106,Attunga,218.7213,https://linked.data.gov.au/dataset/asgsed3/SAL/10106,542,948.6062205,4181,3,29,1078,3,26,886.6470999,1029.768755,0,1008.257543,6657,5,47,1831,5,43,959.817506,1071.710932,0,893.0181001,1791,2,13,388,1,9,819.119468,989.8206405,0,1029.97133,7697,6,54,2068,5,48,988.2851394,1084.577607,0,,1eeba830-4ffa-4556-b985-03ad71b109a7,0.020637686,1.032189383
107,10107,Auburn (NSW),8.5637,https://linked.data.gov.au/dataset/asgsed3/SAL/10107,39333,908.4281092,2013,2,14,490,2,12,810.3954805,1038.481162,0.00012712,814.2106569,398,1,3,69,1,2,656.6455188,969.154678,0.00012712,957.3633951,5668,4,40,1421,4,33,863.8127724,1062.096988,0.00012712,862.6827051,478,1,4,78,1,2,694.0141511,1024.733811,0.00012712,,2e41240c-9328-4e46-a77c-cc5a7870634b,0.00083429,0.153584373
108,10108,Auburn Vale,63.6472,https://linked.data.gov.au/dataset/asgsed3/SAL/10108,127,1011.351132,9285,7,65,2463,6,58,1011.351132,1011.351132,0,1051.705113,10593,8,74,2982,7,70,1051.705113,1051.705113,0,976.7665849,7056,5,49,1788,5,42,976.7665849,976.7665849,0,1072.63231,11351,8,79,3082,8,72,1072.63231,1072.63231,0,1,936c523a-3919-42c3-90c1-264a9c021431,0.00594081,0.483749809
109,10109,Austinmer,3.3572,https://linked.data.gov.au/dataset/asgsed3/SAL/10109,2725,1125.206318,14109,10,98,4095,10,95,1085.987395,1146.531825,0,1101.67866,13946,10,97,4062,10,95,1074.308136,1112.870613,0,1137.346631,14133,10,98,4146,10,96,1062.521556,1164.605724,0,1094.420616,12893,9,90,3567,9,83,1010.909241,1134.038344,0,,26d54d04-be91-41af-bfbd-4023f92d5d6f,0.000328733,0.10527659
110,10110,Austral,17.6611,https://linked.data.gov.au/dataset/asgsed3/SAL/10110,6847,1032.877993,10919,8,76,3013,7,70,929.2989276,1083.85942,0,1011.403448,6951,5,49,1945,5,46,919.3625145,1074.308566,0,1008.386941,9370,7,65,2517,6,59,941.6908889,1051.890945,0,1067.441583,10909,8,76,2936,7,69,1000.011911,1114.145613,0,,19807068-c7c6-4b4e-9253-5c10dc24fc5f,0.001721899,0.199111991
111,10111,Austral Eden,13.6185,https://linked.data.gov.au/dataset/asgsed3/SAL/10111,145,931.6285059,3123,3,22,807,2,19,931.6285059,931.6285059,0,967.6129553,3673,3,26,1024,3,24,967.6129553,967.6129553,0,920.5040434,3167,3,22,774,2,18,920.5040434,920.5040434,0,1024.032067,7065,5,49,1882,5,44,1024.032067,1024.032067,0,1,29d01e68-8fd3-4594-a9b3-539bade58b7a,0.001286492,0.189400309
112,10112,Avalon Beach,5.1524,https://linked.data.gov.au/dataset/asgsed3/SAL/10112,10379,1121.496461,14059,10,98,4070,10,95,1046.540838,1168.833981,0,1096.7484,13791,10,96,4004,10,93,1032.120496,1134.638106,0,1113.28967,13831,10,96,4053,10,94,1070.362645,1183.195755,0,1115.197415,13703,10,95,3896,10,91,957.1410053,1155.467615,0,,5b0e1114-9d2d-42c9-b84c-fb1bfafc4c88,0.000500628,0.159631955
113,10113,Avisford,18.3025,https://linked.data.gov.au/dataset/asgsed3/SAL/10113,45,969.90948,5816,5,41,1530,4,36,969.90948,969.90948,0,1021.998914,7845,6,55,2187,6,51,1021.998914,1021.998914,0,924.9331757,3437,3,24,851,2,20,924.9331757,924.9331757,0,1039.869066,8616,6,60,2339,6,55,1039.869066,1039.869066,0,1,a98eefc4-28c9-4526-8be6-d3f10cc71f1a,0.00176098,0.208616623
114,10114,Avoca (NSW),24.6252,https://linked.data.gov.au/dataset/asgsed3/SAL/10114,208,1087.501379,13517,10,94,3858,9,90,1087.501379,1087.501379,0,1083.39867,13187,10,92,3767,9,88,1083.39867,1083.39867,0,1085.054251,13226,10,92,3834,9,89,1085.054251,1085.054251,0,1112.069125,13602,10,95,3848,9,90,1112.069125,1112.069125,0,1,06bc8df4-7d10-434f-b55c-55161a8ec4b9,0.00241969,0.244993589
115,10115,Avoca Beach,4.4418,https://linked.data.gov.au/dataset/asgsed3/SAL/10115,4708,1092.185758,13636,10,95,3898,10,91,1038.998227,1117.961195,0,1084.893691,13251,10,92,3795,9,89,1042.052866,1107.028022,0,1092.424375,13408,10,93,3903,10,91,1031.513714,1123.301021,0,1112.962791,13632,10,95,3853,9,90,1067.383325,1150.623459,0,,0aa18395-072b-408d-b68b-0ee70e9cdd10,0.000430812,0.139491673
